sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT01205334_inc_208_T19,Karnofsky/Lansky score 50 or greater,Karnofsky/Lansky,0,16,,,,,P
NCT03234816_inc_76_T8,Aged between 18 and 40 years,Aged,0,4,,,,,P
NCT02437045_inc_0_T3,"Bloodstream infection with Enterobacter spp., Serratia marcescens, Providencia spp., Morganella morganii or Citrobacter freundii (i.e. likely AmpC-producer), and susceptibility to 3rd generation cephalosporins (i.e. ceftriaxone, cefotaxime or ceftazidime), meropenem and piperacillin-tazobactam from at least one blood culture draw.",Serratia marcescens,46,65,,,,,P
NCT01884337_exc_40_T8,"Known or suspected, acquired or bleeding or coagulation disorder in the subject or a first degree relative",acquired disorder,,,"[(20, 28), (20, 28)]",,,,P
NCT00344318_exc_361_T17,Planned administration/ administration of a vaccine not foreseen by the study protocol during the period starting one month before each dose of vaccine(s) and ending 7 days after dose 1 and dose 2 or 1 month after dose 3.,vaccine,44,51,,,,,P
NCT00235170_exc_404_T20,"Chest pain lasting longer than 30 minutes within 12 hours pre-procedure, if CK enzymes positive (≥ 2x the normal upper limit).",positive,87,95,,,,,P
NCT01959425_exc_413_T25,Previous myocardial infarction (MI) or a percutaneous coronary intervention PCI within the past 3 months,percutaneous coronary intervention,41,75,,,,,P
NCT02664558_exc_1295_T104,Evidence of active infection requiring intravenous or oral antibiotics within 4 weeks of Screening.,within 4 weeks of Screening,71,98,,,,,P
NCT02579200_inc_159_T9,Non-reversible airway obstruction (post-bronchodilator FEV1/FVC < 0.7 and FEV1 < 80 %),airway obstruction,15,33,,,,,P
NCT02964416_inc_166_T11,Patients with Glasgow Coma Scale (GCS) 15/15,Glasgow Coma Scale,14,32,,,,,P
NCT02596555_exc_1658_T55,Chronic liver disease with aminotransferase levels two times or more above the local upper limit of normal range,Chronic liver disease,0,21,,,,,P
NCT02783859_exc_284_T15,"Complicated (effusion, empyema or abscess) pneumonia, including tuberculosis",Complicated pneumonia,,,"[(0, 11), (0, 9)]",,,,P
NCT02502734_inc_594_T27,A pre-bronchodilatory forced expiratory flow in 1 second (FEV1) at Visit 1 (Screening) >,forced expiratory flow in 1 second (FEV1),22,63,,,,,P
NCT03044561_inc_82_T5,(2) Body mass index (BMI):20-29.,Body mass index,4,19,,,,,P
NCT02431559_exc_1378_T103,"Grade 2 or higher peripheral ischemia, except for brief (< 24 hrs) episodes of ischemia managed non-surgically and without permanent deficit.",Grade 2 or higher,0,17,,,,,P
NCT02765035_inc_217_T7,Person is currently fitted with a prosthesis using a non-microprocessor controlled prosthetic knee for at least 6 months.,prosthesis,34,44,,,,,P
NCT03663387_exc_338_T25,Concurrent medication limiting validity of neuropsychological tests or imaging.,Concurrent,0,10,,,,,P
NCT02858180_exc_617_T26,Hemoglobin (Hb) < 8 g/dL,Hemoglobin,0,10,,,,,P
NCT02344888_exc_138_T10,Previous history of ovarian surgery or surgical removal of one ovary.,surgical removal,39,55,,,,,P
NCT02209545_inc_178_T11,Pre-operative hemoglobin >8 g/dl,Pre-operative,0,13,,,,,P
NCT01807897_inc_0_T1,Veteran receiving care within the Veterans Health Administration healthcare system,Veteran,0,7,,,,,P
NCT03663387_exc_47_T5,Neurodegenerative disorders (i.e. Parkinson disease.,Neurodegenerative disorders,0,27,,,,,P
NCT03033745_exc_0_T3,Ongoing serious bacterial infections at the time of screening.,at the time of screening,37,61,,,,,P
NCT02984475_exc_242_T11,regular consumption of medication with potential hepatotoxicity.,hepatotoxicity,49,63,,,,,P
NCT02531971_inc_890_T18,"Subjects have no history of the following: ongoing acute or intermittent pain, postoperative pain, respiratory compromise, acute or severe asthma, or constipation (less than 1 bowel movement every 2 days)",pain,73,77,,,,,P
NCT02273791_exc_0_T1,Moderate or severe endometriosis.,endometriosis,19,32,,,,,P
NCT02420015_exc_0_T1,Have a history of myocardial infarction in the past 6 months,myocardial infarction i,18,41,,,,,P
NCT03589105_exc_0_T1,Diagnosis of primary progressive MS,progressive MS,21,35,,,,,P
NCT01911650_exc_309_T17,daily use of opioids for pain,opioids,13,20,,,,,P
NCT02595190_exc_491_T19,"Patients with Magnetic resonance imaging contraindication ,including claustrophobic syndrome patients",contraindication,41,57,,,,,P
NCT02595190_exc_3_T1,Patients with lumbar common diseases(e.g.,lumbar diseases,,,"[(14, 20), (14, 22)]",,,,P
NCT03336801_exc_234_T20,Depressed kidney function and/or AKI,Depressed kidney function,0,25,,,,,P
NCT01907230_inc_180_T18,"Inflammatory arthritis patients who plan to treat with biological agents, including Humira or Enbrel or Simponi or Orencia or Mabthera or Actemra; as first line biologic treatment is indicated.",biological agents,55,72,,,,,P
NCT03589105_exc_36_T17,"Inability to complete an MRI (contraindications for MRI include but are not restricted to weight =140 kg, pacemaker, cochlear implants, presence of foreign substances in the eye, intracranial vascular clips, surgery within 6 weeks of entry into the study, coronary stent implanted within 8 weeks prior to the time of the intended MRI, etc…)",implanted,271,280,,,,,P
NCT02973035_exc_1185_T60,Atrial fibrillation with a heart rate > 120/min.,heart rate,27,37,,,,,P
NCT01175044_exc_246_T10,Patients with chronic immunosuppression (such as HIV/AIDS).,immunosuppression,22,39,,,,,P
NCT00989261_exc_1313_T56,"Radiation therapy within 4 weeks prior to, or concurrent with study",Radiation therapy,0,17,,,,,P
NCT03589105_exc_736_T45,"History or known presence of infectious causes of myelopathy (e.g., syphilis, Lyme disease, human T-lymphotropic virus 1 (HTLV-1), herpes zoster myelopathy)",infectious causes,29,46,,,,,P
NCT02224040_exc_164_T17,Treatment within the past 4 days with an antibiotic that may be effective against typhoid fever       ,antibiotic,41,51,,,,,P
NCT01816997_exc_199_T18,Serum Cr > 2.0 mg/dL,Serum Cr,0,8,,,,,P
NCT02413970_exc_0_T4,Central + mixed apneas > 25% of the total apnea-hypopnea index (AHI),total apnea-hypopnea index,36,62,,,,,P
NCT03373669_exc_443_T25,History of diarrhoea in 7 days prior to first dose of vaccine (defined as =3 unformed loose stools in 24 hours).,diarrhoea,11,20,,,,,P
NCT03117608_exc_388_T20,Varus or valgus misalignment exceeding 15°;,Varus misalignment,,,"[(0, 5), (0, 12)]",,,,P
NCT02867618_exc_590_T49,Patient known to be Human Immunodeficiency Virus (HIV)-positive,Human Immunodeficiency Virus (HIV),20,54,,,,,P
NCT02384850_inc_3_T13,Patients with histologically confirmed diagnosis of colorectal cancer presenting with unresectable stage IV (UICC) disease (primary tumor may be present),disease,115,122,,,,,P
NCT01175044_exc_246_T10,Patients with chronic immunosuppression (such as HIV/AIDS).,immunosuppression,22,39,,,,,P
NCT03234816_inc_35_T7,Scheduled for elective Cesarean Delivery,Cesarean Delivery,23,40,,,,,P
NCT01807897_inc_96_T6,"Physician diagnosis of chronic heart failure, American Heart Association Stage C-D",American Heart Association Stage,46,78,,,,,P
NCT03491059_exc_201_T9,"unstable medical condition like heart disease, uncontrolled hypertension, thyroid disease, diabetes, renal or liver impairment, or glaucoma",medical condition,9,26,,,,,P
NCT02664558_exc_1482_T112,"History of malignancy within the last 5 years, except nonmelanoma skin cancer and cervical carcinoma in situ treated with curative intent.",malignancy,11,21,,,,,P
NCT02141061_exc_594_T44,"Concurrent use of any testosterone, progestin, androgen, estrogen, anabolic steroids, DHEA or hormonal products for at least 2 weeks prior to screening and during the study.",testosterone,22,34,,,,,P
NCT02431559_exc_323_T46,Clinically significant persistent immune-related adverse events following prior therapy.,immune-related adverse events,34,63,,,,,P
NCT03335436_exc_0_T4,use illicit drugs or relapse during the last trimester of pregnancy,the last trimester of pregnancy,36,67,,,,,P
NCT02705222_inc_0_T3,"Perimenopausal women complaining of abnormal uterine bleeding (menorrhagia, metrorrhagia, polymenorrhoea or polymenorrhagia) without local gynecological cause.",abnormal uterine bleeding,36,61,,,,,P
NCT02858180_exc_819_T42,"Severe renal impairment creatinine clearance (CrCl), i.e. < 30 mL/min.",creatinine clearance,24,44,,,,,P
NCT03364036_exc_583_T36,"History of tuberculosis , presence of active tuberculosis, or latent tuberculosis",tuberculosis,11,23,,,,,P
NCT01491295_inc_88_T19,"Under lamivudine/adefovir treatment for more than 1 year due to previous lamivudine resistance (LAM-R), current HBV DNA is undetectable (< 20 IU/ml) during enrollment.",during enrollment,149,166,,,,,P
NCT00426751_inc_557_T29,Planned primary percutaneous coronary intervention,Planned,0,7,,,,,P
NCT03589105_exc_36_T7,"Inability to complete an MRI (contraindications for MRI include but are not restricted to weight =140 kg, pacemaker, cochlear implants, presence of foreign substances in the eye, intracranial vascular clips, surgery within 6 weeks of entry into the study, coronary stent implanted within 8 weeks prior to the time of the intended MRI, etc…)",weight,90,96,,,,,P
NCT03221231_exc_202_T24,"An active or any history of neurological disorder, including but not limited to seizure disorder, epilepsy, stroke, neurological disease, cognitive impairment, head trauma with prolonged loss of consciousness (>10 minutes), or migraine headaches;",head trauma,160,171,,,,,P
NCT02380118_exc_0_T1,known hypersensitivity or contraindication to the study drugs,hypersensitivity,6,22,,,,,P
NCT02579200_inc_293_T21,Persistent dyspnea on daily life (Baseline Dyspnea Index focal score <or= 8).,dyspnea on daily life,11,32,,,,,P
NCT00344318_exc_1514_T75,Administration of immunoglobulins and/or any blood products since birth or planned administration during the active phase of the study.,during the active phase of the study,98,134,,,,,P
NCT03079141_exc_1109_T68,"(relative) Known contraindications for initiation of eplerenone treatment (hyperkalemia, abnormal renal clearance, severe hepatic insufficiency (Child-Pugh C), type 2 diabetes mellitus with microalbuminuria, concomitant use of potassium supplements, potassium-sparing diuretics, strong CYP3A4 inhibitors, or the combination of an ACE-inhibitor and an angiotensin receptor blocking agent).",renal clearance,98,113,,,,,P
NCT01907230_inc_25_T3,HBsAg-positive for more than 6 months and HBV DNA < 2000 IU/ml (Subgroup 1)or HBsAg-negative but anti-HBc positive with HBV DNA < 2000 IU/ml,HBsAg,0,5,,,,,P
NCT01491763_inc_236_T15,"Patients without functional impairment of organs: liver function: total bilirubin, AST, ALT, alfa-GT and alkaline phosphatase less than 3 times the upper limit of normal laboratory renal function: serum creatinine < 2 mg/dL or clearance creatinine > 30 ml/min (except renal function attributable to LAL) cardiac function (Appendix B) normal: ventricular EF > 50%, absence of severe chronic respiratory disease.",alfa-GT,93,100,,,,,P
NCT03430284_exc_92_T7,acute cardiovascular or cerebrovascular accidents within past 3 months;,cerebrovascular accidents,24,49,,,,,P
NCT02816762_exc_276_T14,Systolic blood pressure = 180 mmHg or diastolic blood pressure =,Systolic blood pressure,0,23,,,,,P
NCT03124329_inc_274_T13,Minimum of 2 mm of keratinized gingiva,keratinized gingiva,19,38,,,,,P
NCT01614041_inc_70_T7,HAMA score=17,HAMA score,0,10,,,,,P
NCT02557412_inc_131_T3,"It is also considered patients who have an altered analytical, using the following cutoffs: total cholesterol = 200 mg / dl, triglycerides = 180 mg / dl, HDL-cholesterol = 40",total cholesterol,92,109,,,,,P
NCT02141061_exc_594_T44,"Concurrent use of any testosterone, progestin, androgen, estrogen, anabolic steroids, DHEA or hormonal products for at least 2 weeks prior to screening and during the study.",testosterone,22,34,,,,,P
NCT03364036_exc_255_T20,Current or previous history of immune deficiency disorders including a positive human immunodeficiency virus (HIV) result.,immune deficiency disorders,31,58,,,,,P
NCT03117608_exc_152_T9,Patients surgically treated for the same defect within one year;,surgically treated,9,27,,,,,P
NCT02502734_inc_698_T32,There should be no Short acting beta-agonist (SABA) use within 4 hours of this measurement.,within 4 hours of this measurement,56,90,,,,,P
NCT03088280_inc_0_T1,"Primary kidney transplant recipients, adults",kidney transplant,8,25,,,,,P
NCT03228654_exc_141_T12,presence of significant scarring in the pelvic area from previous surgery.,surgery,66,73,,,,,P
NCT02965027_exc_525_T47,"Acute or serious medical illness or unstable chronic medical illness (e.g., unstable angina, myocardial infarction within 6 months, congestive heart failure, clinically significant or concerning cardiac arrhythmias; preexisting hypotension [systolic blood pressure<110] or orthostatic hypotension [systolic drop >20 mm",systolic blood pressure,241,264,,,,,P
NCT02537899_exc_22_T3,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,trauma,21,27,,,,,P
NCT02965027_exc_5870_T164,Use of supplements containing nitrates and supplements containing stimulants (such as ephedra) are exclusionary in the two weeks prior to initial screen (P1) visit and prohibited throughout the study.,nitrates,30,38,,,,,P
NCT02431559_exc_1295_T99,New York Heart Association (NYHA) Class II or higher congestive heart failure.,New York Heart Association (NYHA),0,33,,,,,P
NCT00989261_exc_519_T39,Patients who have had HSCT and are within 100 days of transplant and/or are still taking immunosuppressive drugs and/or have clinically significant graft-versus-host disease requiring treatment and/or have >Grade 1 persistent non hematological toxicity related to the transplant,graft-versus-host disease,148,173,,,,,P
NCT02816762_exc_630_T43,Concomitant treatment with high doses of acetylsalicylic acid (> 500 mg/day) or continuous treatment with non-steroidal anti-inflammatory drugs,treatment,12,21,,,,,P
NCT03344042_exc_88_T7,"coagulopathies including platelet count of less than 100,000",platelet count,25,39,,,,,P
NCT03589105_exc_36_T17,"Inability to complete an MRI (contraindications for MRI include but are not restricted to weight =140 kg, pacemaker, cochlear implants, presence of foreign substances in the eye, intracranial vascular clips, surgery within 6 weeks of entry into the study, coronary stent implanted within 8 weeks prior to the time of the intended MRI, etc…)",implanted,271,280,,,,,P
NCT01959425_exc_0_T7,"OAT required for reasons not related to AF (i.e., prosthetic valve, PV stenosis, previous pulmonary embolism, presence of spontaneous echo contrast [SEC] at standard echo performed at 3-months follow-up).",standard echo,157,170,,,,,P
